term	name
GO:0007276	gamete generation
GO:0035434	copper ion transmembrane transport
GO:0005375	copper ion transmembrane transporter activity
GO:0033842	N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity
GO:0006772	thiamine metabolic process
GO:0003684	damaged DNA binding
GO:0008053	mitochondrial fusion
GO:0031514	motile cilium
GO:0031122	cytoplasmic microtubule organization
GO:1905515	non-motile cilium assembly
GO:0097546	ciliary base
GO:0044666	MLL3/4 complex
GO:0050912	detection of chemical stimulus involved in sensory perception of taste
GO:0008527	taste receptor activity
GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste
GO:0033041	sweet taste receptor activity
GO:0000123	histone acetyltransferase complex
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0048584	positive regulation of response to stimulus
GO:1902531	regulation of intracellular signal transduction
GO:0090162	establishment of epithelial cell polarity
GO:0097539	ciliary transition fiber
GO:0072488	ammonium transmembrane transport
GO:0008519	ammonium channel activity
GO:0007264	small GTPase-mediated signal transduction
GO:0005978	glycogen biosynthetic process
GO:0003844	1,4-alpha-glucan branching enzyme activity
GO:0016052	carbohydrate catabolic process
GO:0004556	alpha-amylase activity
GO:0006261	DNA-templated DNA replication
GO:0051087	protein-folding chaperone binding
GO:0070492	oligosaccharide binding
GO:0003885	D-arabinono-1,4-lactone oxidase activity
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
GO:0015267	channel activity
GO:0004089	carbonate dehydratase activity
GO:0045892	negative regulation of DNA-templated transcription
GO:0016462	pyrophosphatase activity
GO:2000036	regulation of stem cell population maintenance
GO:0030015	CCR4-NOT core complex
GO:0032453	histone H3K4 demethylase activity
GO:0030424	axon
GO:0043197	dendritic spine
GO:0004500	dopamine beta-monooxygenase activity
GO:0006611	protein export from nucleus
GO:0051168	nuclear export
GO:0005049	nuclear export signal receptor activity
GO:0007041	lysosomal transport
GO:0005537	D-mannose binding
GO:0070085	glycosylation
GO:0016772	transferase activity, transferring phosphorus-containing groups
GO:0051377	mannose-ethanolamine phosphotransferase activity
GO:0007062	sister chromatid cohesion
GO:0008278	cohesin complex
GO:0004869	cysteine-type endopeptidase inhibitor activity
GO:0071528	tRNA re-export from nucleus
GO:0000049	tRNA binding
GO:0002376	immune system process
GO:0005765	lysosomal membrane
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0032392	DNA geometric change
GO:0008194	UDP-glycosyltransferase activity
GO:0010212	response to ionizing radiation
GO:0033314	mitotic DNA replication checkpoint signaling
GO:0004000	adenosine deaminase activity
GO:0032007	negative regulation of TOR signaling
GO:0048011	neurotrophin TRK receptor signaling pathway
GO:0140575	transmembrane monodehydroascorbate reductase activity
GO:0004565	beta-galactosidase activity
GO:0005773	vacuole
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0006801	superoxide metabolic process
GO:0030976	thiamine pyrophosphate binding
GO:0043226	organelle
GO:0005740	mitochondrial envelope
GO:0019221	cytokine-mediated signaling pathway
GO:0004896	cytokine receptor activity
GO:0035278	miRNA-mediated gene silencing by inhibition of translation
GO:0016773	phosphotransferase activity, alcohol group as acceptor
GO:0006096	glycolytic process
GO:1901642	nucleoside transmembrane transport
GO:0005337	nucleoside transmembrane transporter activity
GO:0007129	homologous chromosome pairing at meiosis
GO:0007140	male meiotic nuclear division
GO:0016539	intein-mediated protein splicing
GO:0009247	glycolipid biosynthetic process
GO:0001733	galactosylceramide sulfotransferase activity
GO:0016180	snRNA processing
GO:0032039	integrator complex
GO:0043087	regulation of GTPase activity
GO:0004364	glutathione transferase activity
GO:0004865	protein serine/threonine phosphatase inhibitor activity
GO:0042626	ATPase-coupled transmembrane transporter activity
GO:0005871	kinesin complex
GO:0030335	positive regulation of cell migration
GO:0051638	barbed-end actin filament uncapping
GO:1902745	positive regulation of lamellipodium organization
GO:2000813	negative regulation of barbed-end actin filament capping
GO:0035252	UDP-xylosyltransferase activity
GO:0042744	hydrogen peroxide catabolic process
GO:0042577	lipid phosphatase activity
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0006301	postreplication repair
GO:0006513	protein monoubiquitination
GO:0000281	mitotic cytokinesis
GO:0032266	phosphatidylinositol-3-phosphate binding
GO:0005768	endosome
GO:0051321	meiotic cell cycle
GO:0032555	purine ribonucleotide binding
GO:0035639	purine ribonucleoside triphosphate binding
GO:0045087	innate immune response
GO:0051607	defense response to virus
GO:0098542	defense response to other organism
GO:0009615	response to virus
GO:0007005	mitochondrion organization
GO:0051707	response to other organism
GO:0019867	outer membrane
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
GO:0047130	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity
GO:0047131	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity
GO:0038166	angiotensin-activated signaling pathway
GO:0045505	dynein intermediate chain binding
GO:0051959	dynein light intermediate chain binding
GO:0097729	9+2 motile cilium
GO:0046856	phosphatidylinositol dephosphorylation
GO:0030670	phagocytic vesicle membrane
GO:0031901	early endosome membrane
GO:0070603	SWI/SNF superfamily-type complex
GO:0000226	microtubule cytoskeleton organization
GO:0007043	cell-cell junction assembly
GO:0007507	heart development
GO:0098588	bounding membrane of organelle
GO:0007249	canonical NF-kappaB signal transduction
GO:0004560	alpha-L-fucosidase activity
GO:0007029	endoplasmic reticulum organization
GO:0006270	DNA replication initiation
GO:0009214	cyclic nucleotide catabolic process
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity
GO:0030490	maturation of SSU-rRNA
GO:1901673	regulation of mitotic spindle assembly
GO:0001917	photoreceptor inner segment
GO:0005890	sodium:potassium-exchanging ATPase complex
GO:0008305	integrin complex
GO:0019903	protein phosphatase binding
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
GO:0008608	attachment of spindle microtubules to kinetochore
GO:0034501	protein localization to kinetochore
GO:0006303	double-strand break repair via nonhomologous end joining
GO:0071480	cellular response to gamma radiation
GO:0071481	cellular response to X-ray
GO:0043564	Ku70:Ku80 complex
GO:0030619	U1 snRNA binding
GO:0070403	NAD+ binding
GO:0030368	interleukin-17 receptor activity
GO:0002224	toll-like receptor signaling pathway
GO:0000280	nuclear division
GO:0098813	nuclear chromosome segregation
GO:0001730	2'-5'-oligoadenylate synthetase activity
GO:0003725	double-stranded RNA binding
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0030686	90S preribosome
GO:0030688	preribosome, small subunit precursor
GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0001965	G-protein alpha-subunit binding
GO:0016236	macroautophagy
GO:0000407	phagophore assembly site
GO:0034464	BBSome
GO:0005783	endoplasmic reticulum
GO:0018149	peptide cross-linking
GO:0003810	protein-glutamine gamma-glutamyltransferase activity
GO:0006231	dTMP biosynthetic process
GO:0006264	mitochondrial DNA replication
GO:0006935	chemotaxis
GO:0009165	nucleotide biosynthetic process
GO:0009253	peptidoglycan catabolic process
GO:0019069	viral capsid assembly
GO:0019076	viral release from host cell
GO:0019835	cytolysis
GO:0030908	protein splicing
GO:0042742	defense response to bacterium
GO:0043137	DNA replication, removal of RNA primer
GO:0044409	symbiont entry into host
GO:0044694	symbiont genome entry into host cell via pore formation in plasma membrane
GO:0046080	dUTP metabolic process
GO:0046797	viral procapsid maturation
GO:0051603	proteolysis involved in protein catabolic process
GO:0070098	chemokine-mediated signaling pathway
GO:0098003	viral tail assembly
GO:0098671	adhesion receptor-mediated virion attachment to host cell
GO:0098994	symbiont entry into host cell via disruption of host cell envelope
GO:0098995	symbiont entry into host cell via disruption of host cell envelope lipopolysaccharide
GO:0004298	threonine-type endopeptidase activity
GO:0004520	DNA endonuclease activity
GO:0004950	chemokine receptor activity
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
GO:0008821	crossover junction DNA endonuclease activity
GO:0043139	5'-3' DNA helicase activity
GO:0050797	thymidylate synthase (FAD) activity
GO:0052775	endo-1,3-alpha-L-rhamnosidase activity
GO:0000502	proteasome complex
GO:0005839	proteasome core complex
GO:0039621	T=13 icosahedral viral capsid
GO:0039624	viral outer capsid
GO:0044165	host cell endoplasmic reticulum
GO:0044166	host cell endoplasmic reticulum lumen
GO:0098015	virus tail
GO:0098024	virus tail, fiber
GO:0098025	virus tail, baseplate
GO:0098026	virus tail, tube
GO:0005544	calcium-dependent phospholipid binding
GO:0036128	CatSper complex
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0003726	double-stranded RNA adenosine deaminase activity
GO:0030870	Mre11 complex
GO:0009143	nucleoside triphosphate catabolic process
GO:0004551	dinucleotide phosphatase activity
GO:0047429	nucleoside triphosphate diphosphatase activity
GO:0007586	digestion
GO:0008047	enzyme activator activity
GO:0006749	glutathione metabolic process
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0042254	ribosome biogenesis
GO:0042273	ribosomal large subunit biogenesis
GO:0043021	ribonucleoprotein complex binding
GO:0030687	preribosome, large subunit precursor
GO:0005664	nuclear origin of replication recognition complex
GO:0044782	cilium organization
GO:0036064	ciliary basal body
GO:0050909	sensory perception of taste
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0003682	chromatin binding
GO:0071900	regulation of protein serine/threonine kinase activity
GO:0032559	adenyl ribonucleotide binding
GO:0046920	alpha-(1->3)-fucosyltransferase activity
GO:1901170	naphthalene catabolic process
GO:0018845	2-hydroxychromene-2-carboxylate isomerase activity
GO:0022836	gated channel activity
GO:0030950	establishment or maintenance of actin cytoskeleton polarity
GO:0042249	establishment of planar polarity of embryonic epithelium
GO:0090251	protein localization involved in establishment of planar polarity
GO:0005912	adherens junction
GO:0001784	phosphotyrosine residue binding
GO:0005680	anaphase-promoting complex
GO:0005819	spindle
GO:0006338	chromatin remodeling
GO:0031011	Ino80 complex
GO:0015078	proton transmembrane transporter activity
GO:0033179	proton-transporting V-type ATPase, V0 domain
GO:0008528	G protein-coupled peptide receptor activity
GO:0030907	MBF transcription complex
GO:0051716	cellular response to stimulus
GO:0016926	protein desumoylation
GO:0051560	mitochondrial calcium ion homeostasis
GO:1990456	mitochondrion-endoplasmic reticulum membrane tethering
GO:0044233	mitochondria-associated endoplasmic reticulum membrane contact site
GO:0005125	cytokine activity
GO:0017121	plasma membrane phospholipid scrambling
GO:0017128	phospholipid scramblase activity
GO:0004715	non-membrane spanning protein tyrosine kinase activity
GO:0004035	alkaline phosphatase activity
GO:0031344	regulation of cell projection organization
GO:0043047	single-stranded telomeric DNA binding
GO:0005815	microtubule organizing center
GO:0006665	sphingolipid metabolic process
GO:0004767	sphingomyelin phosphodiesterase activity
GO:0043625	delta DNA polymerase complex
GO:0016281	eukaryotic translation initiation factor 4F complex
GO:0000492	box C/D snoRNP assembly
GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity
GO:0016846	carbon-sulfur lyase activity
GO:0006707	cholesterol catabolic process
GO:0033781	cholesterol 24-hydroxylase activity
GO:0006419	alanyl-tRNA aminoacylation
GO:0043039	tRNA aminoacylation
GO:0004812	aminoacyl-tRNA ligase activity
GO:0004813	alanine-tRNA ligase activity
GO:0008374	O-acyltransferase activity
GO:0006778	porphyrin-containing compound metabolic process
GO:0003870	5-aminolevulinate synthase activity
GO:0005759	mitochondrial matrix
GO:0006782	protoporphyrinogen IX biosynthetic process
GO:0000785	chromatin
GO:0009307	DNA restriction-modification system
GO:0051287	NAD binding
GO:0034976	response to endoplasmic reticulum stress
GO:0051052	regulation of DNA metabolic process
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
GO:0000813	ESCRT I complex
GO:0015969	guanosine tetraphosphate metabolic process
GO:0030247	polysaccharide binding
GO:0030131	clathrin adaptor complex
GO:0032549	ribonucleoside binding
GO:0045055	regulated exocytosis
GO:0032588	trans-Golgi network membrane
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0016231	beta-N-acetylglucosaminidase activity
GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GO:0008312	7S RNA binding
GO:0005786	signal recognition particle, endoplasmic reticulum targeting
GO:0046373	L-arabinose metabolic process
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0009446	putrescine biosynthetic process
GO:0004668	protein-arginine deiminase activity
