gene	GO
LOC111318851	GO:0000049,GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003727,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006353,GO:0006383,GO:0006386,GO:0006396,GO:0006399,GO:0006403,GO:0006405,GO:0006409,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0008033,GO:0008104,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0010494,GO:0015031,GO:0015833,GO:0015931,GO:0016070,GO:0018130,GO:0019438,GO:0031123,GO:0031503,GO:0031974,GO:0031981,GO:0032774,GO:0033036,GO:0033592,GO:0034337,GO:0034414,GO:0034470,GO:0034471,GO:0034613,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042779,GO:0042780,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045184,GO:0045727,GO:0046483,GO:0046907,GO:0050657,GO:0050658,GO:0051031,GO:0051168,GO:0051169,GO:0051179,GO:0051234,GO:0051236,GO:0051641,GO:0051649,GO:0061818,GO:0070013,GO:0070727,GO:0071166,GO:0071426,GO:0071431,GO:0071702,GO:0071704,GO:0071705,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097064,GO:0097159,GO:0097617,GO:0097659,GO:0099116,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1905267
LOC111318852	
LOC111318853	GO:0008757
LOC111318854	GO:0001503,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006887,GO:0006955,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0012505,GO:0016192,GO:0017124,GO:0019904,GO:0023052,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032940,GO:0034774,GO:0036230,GO:0042119,GO:0043226,GO:0043227,GO:0043229,GO:0043233,GO:0043299,GO:0043312,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0060205,GO:0065007,GO:0070013,GO:0097708,GO:0099503,GO:0101002,GO:1904813
LOC111318855	GO:0005886,GO:0007156,GO:0008046,GO:0030424,GO:0043025,GO:0050808
LOC111318856	GO:0003674,GO:0003824,GO:0004672,GO:0005085,GO:0005088,GO:0005089,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005856,GO:0005859,GO:0005863,GO:0005886,GO:0005911,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007154,GO:0007156,GO:0007165,GO:0007186,GO:0007411,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009966,GO:0009987,GO:0010646,GO:0010927,GO:0010941,GO:0010942,GO:0014704,GO:0015629,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016459,GO:0016460,GO:0016604,GO:0016740,GO:0016772,GO:0016773,GO:0017016,GO:0017048,GO:0019538,GO:0019899,GO:0022607,GO:0023051,GO:0023052,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030054,GO:0030154,GO:0030239,GO:0030424,GO:0030506,GO:0031032,GO:0031267,GO:0031430,GO:0031432,GO:0031672,GO:0031674,GO:0031974,GO:0031981,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0036211,GO:0036309,GO:0036379,GO:0042383,GO:0042692,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044291,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044451,GO:0044464,GO:0045214,GO:0045296,GO:0046777,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050839,GO:0050896,GO:0051020,GO:0051056,GO:0051146,GO:0051179,GO:0051641,GO:0051716,GO:0055001,GO:0055002,GO:0061061,GO:0065007,GO:0065009,GO:0070013,GO:0070593,GO:0070727,GO:0070925,GO:0071704,GO:0071840,GO:0071944,GO:0097435,GO:0098632,GO:0098772,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901564,GO:1902531
LOC111318857	GO:0005515,GO:0042981
LOC111318859	GO:0003002,GO:0003824,GO:0005829,GO:0006810,GO:0007275,GO:0007389,GO:0008150,GO:0008782,GO:0008930,GO:0009116,GO:0009653,GO:0009825,GO:0009888,GO:0009914,GO:0009926,GO:0009933,GO:0009956,GO:0009965,GO:0009987,GO:0010016,GO:0010051,GO:0010305,GO:0010540,GO:0010817,GO:0016049,GO:0019284,GO:0032501,GO:0032502,GO:0040007,GO:0048366,GO:0048367,GO:0048507,GO:0048532,GO:0048731,GO:0048827,GO:0048856,GO:0051179,GO:0051234,GO:0060918,GO:0065007,GO:0065008,GO:0099402,GO:1905392
LOC111318861	GO:0005245,GO:0005891
LOC111318863	
LOC111318864	GO:0005245,GO:0005891
LOC111318865	
LOC111318868	
LOC111318871	GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003824,GO:0004407,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006476,GO:0006807,GO:0006996,GO:0008134,GO:0008150,GO:0008152,GO:0008593,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0016043,GO:0016569,GO:0016570,GO:0016575,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0023051,GO:0023056,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032088,GO:0032268,GO:0032270,GO:0032991,GO:0033558,GO:0035601,GO:0036211,GO:0042826,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043433,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045747,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051059,GO:0051090,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0060255,GO:0065007,GO:0065009,GO:0070013,GO:0070822,GO:0071704,GO:0071840,GO:0080090,GO:0090311,GO:0090312,GO:0098732,GO:0140096,GO:1901564,GO:1902494,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2000209,GO:2000210,GO:2001141
LOC111318872	GO:0001654,GO:0001894,GO:0001895,GO:0001917,GO:0002139,GO:0002141,GO:0002142,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005518,GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005623,GO:0005737,GO:0005815,GO:0005856,GO:0005886,GO:0005929,GO:0007275,GO:0007399,GO:0007423,GO:0007600,GO:0007605,GO:0008092,GO:0008104,GO:0008150,GO:0008544,GO:0009888,GO:0009913,GO:0009987,GO:0015630,GO:0016020,GO:0016324,GO:0017022,GO:0022008,GO:0030154,GO:0030182,GO:0030855,GO:0031012,GO:0031252,GO:0031253,GO:0031256,GO:0032391,GO:0032420,GO:0032421,GO:0032501,GO:0032502,GO:0032589,GO:0032991,GO:0033036,GO:0035315,GO:0035869,GO:0036064,GO:0042490,GO:0042592,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043010,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043583,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044441,GO:0044446,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045177,GO:0045184,GO:0045202,GO:0045494,GO:0045595,GO:0045596,GO:0046983,GO:0048496,GO:0048513,GO:0048519,GO:0048523,GO:0048699,GO:0048731,GO:0048839,GO:0048856,GO:0048869,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050953,GO:0050954,GO:0051093,GO:0051179,GO:0051234,GO:0060041,GO:0060113,GO:0060171,GO:0060249,GO:0060429,GO:0062023,GO:0065007,GO:0065008,GO:0071944,GO:0097458,GO:0097730,GO:0097731,GO:0097733,GO:0098590,GO:0098858,GO:0098862,GO:0120025,GO:0120038,GO:1990075,GO:1990696
LOC111318874	GO:0000003,GO:0000070,GO:0000226,GO:0000278,GO:0000280,GO:0000785,GO:0000819,GO:0001708,GO:0003006,GO:0003674,GO:0003682,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0005794,GO:0005795,GO:0005829,GO:0006323,GO:0006325,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007030,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007077,GO:0007084,GO:0007127,GO:0007129,GO:0007130,GO:0007143,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007548,GO:0008150,GO:0008152,GO:0008360,GO:0008406,GO:0009653,GO:0009966,GO:0009987,GO:0010256,GO:0010468,GO:0010646,GO:0010927,GO:0012505,GO:0016043,GO:0016301,GO:0016310,GO:0016569,GO:0016570,GO:0016572,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019222,GO:0019538,GO:0019827,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030261,GO:0030397,GO:0030717,GO:0030718,GO:0031032,GO:0031430,GO:0031468,GO:0031491,GO:0031493,GO:0031672,GO:0031674,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0035173,GO:0035174,GO:0035175,GO:0035184,GO:0035404,GO:0035405,GO:0036098,GO:0036099,GO:0036211,GO:0040011,GO:0040029,GO:0040036,GO:0042393,GO:0042692,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043412,GO:0043987,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044431,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044703,GO:0044877,GO:0045132,GO:0045137,GO:0045143,GO:0045165,GO:0045214,GO:0046777,GO:0048285,GO:0048308,GO:0048313,GO:0048468,GO:0048477,GO:0048513,GO:0048583,GO:0048608,GO:0048609,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051081,GO:0051128,GO:0051146,GO:0051276,GO:0051321,GO:0051704,GO:0055001,GO:0055002,GO:0060255,GO:0060361,GO:0061024,GO:0061061,GO:0061458,GO:0061982,GO:0061988,GO:0065007,GO:0065008,GO:0070013,GO:0070192,GO:0070193,GO:0070925,GO:0071103,GO:0071704,GO:0071840,GO:0072354,GO:0072355,GO:0090166,GO:0090287,GO:0097150,GO:0097435,GO:0098727,GO:0098791,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0140013,GO:0140014,GO:0140096,GO:1901564,GO:1902850,GO:1903008,GO:1903046,GO:1903047
LOC111318875	GO:0000003,GO:0000278,GO:0000775,GO:0000779,GO:0000793,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006323,GO:0006725,GO:0006807,GO:0006810,GO:0006996,GO:0006997,GO:0006998,GO:0007049,GO:0007059,GO:0007084,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0008022,GO:0008150,GO:0008152,GO:0009314,GO:0009605,GO:0009607,GO:0009615,GO:0009628,GO:0009790,GO:0009792,GO:0009987,GO:0010165,GO:0010212,GO:0010256,GO:0012505,GO:0015074,GO:0016032,GO:0016043,GO:0019042,GO:0019043,GO:0019899,GO:0019904,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0030154,GO:0030261,GO:0030717,GO:0031468,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0034641,GO:0042802,GO:0042803,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043900,GO:0043901,GO:0043903,GO:0044237,GO:0044238,GO:0044260,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045069,GO:0045071,GO:0046483,GO:0046907,GO:0046983,GO:0047485,GO:0048468,GO:0048477,GO:0048519,GO:0048525,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050792,GO:0050896,GO:0051169,GO:0051179,GO:0051234,GO:0051276,GO:0051321,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0061024,GO:0061982,GO:0061988,GO:0065007,GO:0070013,GO:0070192,GO:0071103,GO:0071704,GO:0071840,GO:0075713,GO:0090304,GO:0097159,GO:0097726,GO:0098687,GO:1901360,GO:1901363,GO:1903046,GO:1903047,GO:1903900,GO:1903901
LOC111318876	
LOC111318880	GO:0000122,GO:0000139,GO:0001525,GO:0001568,GO:0001655,GO:0001822,GO:0001944,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005829,GO:0005856,GO:0005886,GO:0005887,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007221,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008150,GO:0008152,GO:0008284,GO:0008593,GO:0009058,GO:0009059,GO:0009611,GO:0009653,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0010721,GO:0012505,GO:0015629,GO:0016020,GO:0016021,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0022008,GO:0023051,GO:0023052,GO:0023057,GO:0030154,GO:0030182,GO:0030900,GO:0031090,GO:0031099,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031974,GO:0031981,GO:0031984,GO:0032501,GO:0032502,GO:0032774,GO:0032835,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035239,GO:0035295,GO:0038023,GO:0040007,GO:0042060,GO:0042127,GO:0042175,GO:0042246,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043235,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045165,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0045746,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048589,GO:0048646,GO:0048660,GO:0048661,GO:0048663,GO:0048699,GO:0048731,GO:0048844,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0051960,GO:0051961,GO:0060089,GO:0060255,GO:0060284,GO:0060322,GO:0060840,GO:0061437,GO:0061438,GO:0061439,GO:0061440,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0072001,GO:0072006,GO:0072012,GO:0072102,GO:0072103,GO:0072104,GO:0072358,GO:0072359,GO:0080090,GO:0090304,GO:0097659,GO:0098588,GO:0098791,GO:0098827,GO:1901360,GO:1901362,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000026,GO:2000112,GO:2000113,GO:2001141
LOC111318881	
LOC111318885	
LOC111318886	
LOC111318889	GO:0015074
LOC111318891	GO:0005575,GO:0005623,GO:0005886,GO:0005891,GO:0005929,GO:0016020,GO:0016021,GO:0030317,GO:0031224,GO:0031514,GO:0032991,GO:0034702,GO:0034703,GO:0034704,GO:0036126,GO:0036128,GO:0042995,GO:0043226,GO:0044422,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0048240,GO:0071944,GO:0097223,GO:0097228,GO:0097729,GO:0098796,GO:0098797,GO:0120025,GO:0120038,GO:1902495,GO:1990351
LOC111318892	GO:0001505,GO:0003674,GO:0003824,GO:0004497,GO:0004500,GO:0005488,GO:0005507,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006066,GO:0006576,GO:0006584,GO:0006589,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009308,GO:0009309,GO:0009712,GO:0009713,GO:0009987,GO:0012505,GO:0012506,GO:0016020,GO:0016491,GO:0016705,GO:0016715,GO:0017144,GO:0018958,GO:0019336,GO:0019438,GO:0019439,GO:0019614,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0034641,GO:0042133,GO:0042136,GO:0042175,GO:0042401,GO:0042415,GO:0042417,GO:0042420,GO:0042421,GO:0042423,GO:0042424,GO:0042439,GO:0042737,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044106,GO:0044237,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0046165,GO:0046189,GO:0046333,GO:0046872,GO:0046914,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0097164,GO:0097708,GO:0098588,GO:0098805,GO:0098827,GO:0099503,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901615,GO:1901616,GO:1901617
LOC111318901	GO:0000165,GO:0000287,GO:0001503,GO:0001666,GO:0001678,GO:0001763,GO:0002009,GO:0002791,GO:0002793,GO:0002931,GO:0003008,GO:0003013,GO:0003018,GO:0003674,GO:0003824,GO:0004435,GO:0004620,GO:0004629,GO:0004888,GO:0004930,GO:0005102,GO:0005178,GO:0005488,GO:0005509,GO:0005513,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005887,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006915,GO:0006950,GO:0007154,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007193,GO:0007200,GO:0007254,GO:0007275,GO:0007584,GO:0007610,GO:0007635,GO:0008015,GO:0008081,GO:0008144,GO:0008150,GO:0008152,GO:0008219,GO:0008284,GO:0009593,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009743,GO:0009746,GO:0009749,GO:0009888,GO:0009893,GO:0009986,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010468,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010817,GO:0010959,GO:0012501,GO:0014070,GO:0016020,GO:0016021,GO:0016298,GO:0016310,GO:0016323,GO:0016324,GO:0016597,GO:0016787,GO:0016788,GO:0019222,GO:0019229,GO:0019538,GO:0019725,GO:0019808,GO:0019899,GO:0019900,GO:0019901,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030001,GO:0030003,GO:0030424,GO:0031098,GO:0031224,GO:0031226,GO:0031406,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032024,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032781,GO:0032879,GO:0032880,GO:0033267,GO:0033273,GO:0033280,GO:0033500,GO:0033554,GO:0033993,GO:0034284,GO:0035150,GO:0035239,GO:0035295,GO:0035296,GO:0035556,GO:0035728,GO:0035729,GO:0036094,GO:0036211,GO:0036293,GO:0036294,GO:0036477,GO:0038023,GO:0040012,GO:0040017,GO:0042127,GO:0042221,GO:0042311,GO:0042578,GO:0042592,GO:0042593,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0043412,GO:0043462,GO:0043679,GO:0044057,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044306,GO:0044325,GO:0044424,GO:0044425,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045177,GO:0045202,GO:0045907,GO:0046872,GO:0046883,GO:0046887,GO:0046983,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048729,GO:0048731,GO:0048754,GO:0048856,GO:0048878,GO:0050708,GO:0050714,GO:0050789,GO:0050790,GO:0050794,GO:0050796,GO:0050801,GO:0050839,GO:0050880,GO:0050896,GO:0050920,GO:0050921,GO:0050926,GO:0050927,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051336,GO:0051345,GO:0051403,GO:0051592,GO:0051606,GO:0051716,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055094,GO:0060089,GO:0060255,GO:0060429,GO:0060562,GO:0060612,GO:0060613,GO:0061138,GO:0061448,GO:0065007,GO:0065008,GO:0065009,GO:0070201,GO:0070482,GO:0070509,GO:0070838,GO:0070848,GO:0070887,GO:0071295,GO:0071305,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071363,GO:0071396,GO:0071402,GO:0071404,GO:0071407,GO:0071417,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071704,GO:0071774,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0090066,GO:0090087,GO:0090276,GO:0090277,GO:0090279,GO:0090280,GO:0097458,GO:0097746,GO:0097755,GO:0098590,GO:0098771,GO:0098793,GO:0120025,GO:0120038,GO:0150034,GO:1901564,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1903522,GO:1903524,GO:1903530,GO:1903532,GO:1904951
LOC111318904	GO:0001817,GO:0001818,GO:0002237,GO:0002376,GO:0002791,GO:0002792,GO:0003674,GO:0004888,GO:0005031,GO:0005035,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0005887,GO:0006915,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007266,GO:0007275,GO:0008150,GO:0008219,GO:0008285,GO:0009605,GO:0009607,GO:0009617,GO:0009897,GO:0009986,GO:0009987,GO:0010033,GO:0010941,GO:0012501,GO:0015026,GO:0016020,GO:0016021,GO:0016043,GO:0019221,GO:0019955,GO:0022607,GO:0023052,GO:0031224,GO:0031226,GO:0032496,GO:0032501,GO:0032502,GO:0032653,GO:0032655,GO:0032693,GO:0032695,GO:0032879,GO:0032880,GO:0033209,GO:0033993,GO:0034097,GO:0034612,GO:0038023,GO:0042127,GO:0042221,GO:0042981,GO:0043067,GO:0043207,GO:0043933,GO:0044085,GO:0044421,GO:0044425,GO:0044459,GO:0044464,GO:0048406,GO:0048519,GO:0048523,GO:0048856,GO:0050707,GO:0050708,GO:0050709,GO:0050710,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051223,GO:0051224,GO:0051239,GO:0051241,GO:0051259,GO:0051260,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0065003,GO:0065007,GO:0070201,GO:0070206,GO:0070207,GO:0070887,GO:0071310,GO:0071345,GO:0071356,GO:0071840,GO:0071944,GO:0090087,GO:0097190,GO:0098552,GO:1901700,GO:1903530,GO:1903531,GO:1904950,GO:2001179,GO:2001180,GO:2001182,GO:2001183
LOC111318905	GO:0001523,GO:0003674,GO:0003824,GO:0004033,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006066,GO:0006629,GO:0006720,GO:0006721,GO:0007186,GO:0008106,GO:0008150,GO:0008152,GO:0009987,GO:0010817,GO:0012505,GO:0016020,GO:0016101,GO:0016491,GO:0016614,GO:0016616,GO:0019236,GO:0031984,GO:0034308,GO:0034754,GO:0042175,GO:0042445,GO:0042572,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0052650,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0098827,GO:1901615
