NCBI GeneID	Symbol	Description	Gene Type	Annotation Genomic Range Accession 	SwissProt Accessions
111321568	LOC111321568	acid-sensing ion channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321574	LOC111321574	speract receptor-like	PROTEIN_CODING	NW_019217813.1	
111321575	LOC111321575	atrial natriuretic peptide receptor 1-like	PROTEIN_CODING	NW_019217813.1	
111321576	LOC111321576	synergin gamma-like	PROTEIN_CODING	NW_019217785.1	
111321577	LOC111321577	acid-sensing ion channel 5-like	PROTEIN_CODING	NW_019217813.1	
111321582	LOC111321582	cytosolic Fe-S cluster assembly factor NUBP2 homolog	PROTEIN_CODING	NW_019217813.1	
111321584	LOC111321584	intraflagellar transport protein 140 homolog	PROTEIN_CODING	NW_019217813.1	
111321588	LOC111321588	mitochondrial-processing peptidase subunit alpha-like	PROTEIN_CODING	NW_019217785.1	
111321593	LOC111321593	atrial natriuretic peptide receptor 1-like	PROTEIN_CODING	NW_019217813.1	
111321594	LOC111321594	atrial natriuretic peptide receptor 1-like	PROTEIN_CODING	NW_019217813.1	
111321600	LOC111321600	polycystic kidney disease protein 1-like 2	PROTEIN_CODING	NW_019217813.1	
111321601	LOC111321601	dual specificity mitogen-activated protein kinase kinase 4-like	PROTEIN_CODING	NW_019217813.1	
111321608	LOC111321608	acid-sensing ion channel 1A-like	PROTEIN_CODING	NW_019217813.1	
111321609	LOC111321609	syntaxin-8-like	PROTEIN_CODING	NW_019217813.1	
111321611	LOC111321611	centromere protein W-like	PROTEIN_CODING	NW_019217785.1	
111321629	LOC111321629	atrial natriuretic peptide receptor 2-like	PROTEIN_CODING	NW_019217813.1	
111321641	LOC111321641	acid-sensing ion channel 5-like	PROTEIN_CODING	NW_019217813.1	
111321651	LOC111321651	G protein-activated inward rectifier potassium channel 2-like	PROTEIN_CODING	NW_019217813.1	
111321655	LOC111321655	WD repeat-containing protein 13-like	PROTEIN_CODING	NW_019217813.1	
111321657	LOC111321657	G protein-activated inward rectifier potassium channel 3-like	PROTEIN_CODING	NW_019217813.1	
111321660	LOC111321660	neuronal acetylcholine receptor subunit alpha-7-like	PROTEIN_CODING	NW_019217785.1	
111321669	LOC111321669	solute carrier family 15 member 2-like	PROTEIN_CODING	NW_019217814.1	
111321674	LOC111321674	chromodomain-helicase-DNA-binding protein 1-like	PROTEIN_CODING	NW_019217814.1	
111321675	LOC111321675	regulator of nonsense transcripts 1-like	PROTEIN_CODING	NW_019217814.1	
111321677	LOC111321677	OTU domain-containing protein 7B-like	PROTEIN_CODING	NW_019217814.1	
111321682	LOC111321682	kinetochore protein Nuf2-A-like	PROTEIN_CODING	NW_019217814.1	
111321694	LOC111321694	protein AF-9-like	PROTEIN_CODING	NW_019217814.1	
111321699	LOC111321699	probable G-protein coupled receptor 135	PROTEIN_CODING	NW_019217814.1	
111321708	LOC111321708	homeobox protein orthopedia-like	PROTEIN_CODING	NW_019217814.1	
111321711	LOC111321711	la-related protein 6-like	PROTEIN_CODING	NW_019217814.1	
111321712	LOC111321712	apoptosis regulator R1-like	PROTEIN_CODING	NW_019217814.1	
111321715	LOC111321715	sodium/calcium exchanger 2-like	PROTEIN_CODING	NW_019217814.1	
111321720	LOC111321720	40S ribosomal protein S17-like	PROTEIN_CODING	NW_019217814.1	
111321731	LOC111321731	kinesin-like protein KIF24	PROTEIN_CODING	NW_019217814.1	
111321734	LOC111321734	protein prenyltransferase alpha subunit repeat-containing protein 1-like	PROTEIN_CODING	NW_019217814.1	
111321737	LOC111321737	AT-rich interactive domain-containing protein 3C-like	PROTEIN_CODING	NW_019217814.1	
111321743	LOC111321743	DDB1- and CUL4-associated factor 12-like	PROTEIN_CODING	NW_019217814.1	
111321744	LOC111321744	arachidonate 5-lipoxygenase-like	PROTEIN_CODING	NW_019217814.1	
111321748	LOC111321748	RNA polymerase II elongation factor ELL2-like	PROTEIN_CODING	NW_019217814.1	
111321760	LOC111321760	calcium/calmodulin-dependent protein kinase type IV-like	PROTEIN_CODING	NW_019217814.1	
111321770	LOC111321770	protein cab-1-like	PROTEIN_CODING	NW_019217785.1	
111321773	LOC111321773	cyclin-dependent kinase E-1-like	PROTEIN_CODING	NW_019217814.1	
111321777	LOC111321777	pyruvate dehydrogenase protein X component-like	PROTEIN_CODING	NW_019217815.1	
111321778	LOC111321778	DNA repair protein RAD51 homolog 4-like	PROTEIN_CODING	NW_019217815.1	
111321784	LOC111321784	septin-2-like	PROTEIN_CODING	NW_019217815.1	
111321790	LOC111321790	citron Rho-interacting kinase-like	PROTEIN_CODING	NW_019217815.1	
111321802	LOC111321802	protein HIRA-like	PROTEIN_CODING	NW_019217815.1	
111321806	LOC111321806	solute carrier family 13 member 5-like	PROTEIN_CODING	NW_019217815.1	
111321813	LOC111321813	prostaglandin E2 receptor EP4 subtype-like	PROTEIN_CODING	NW_019217815.1	
111321824	LOC111321824	kinesin-like protein KIF22	PROTEIN_CODING	NW_019217815.1	
111321826	LOC111321826	DNA repair protein RAD51 homolog 3-like	PROTEIN_CODING	NW_019217815.1	
111321831	LOC111321831	rabankyrin-5-like	PROTEIN_CODING	NW_019217815.1	
111321838	LOC111321838	peripheral-type benzodiazepine receptor-associated protein 1-like	PROTEIN_CODING	NW_019217815.1	
111321841	LOC111321841	mediator of RNA polymerase II transcription subunit 19-like	PROTEIN_CODING	NW_019217815.1	
111321842	LOC111321842	polymerase delta-interacting protein 2-like	PROTEIN_CODING	NW_019217815.1	
111321849	LOC111321849	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1-like	PROTEIN_CODING	NW_019217815.1	
111321850	LOC111321850	leucine-zipper-like transcriptional regulator 1	PROTEIN_CODING	NW_019217815.1	
111321852	LOC111321852	CD2 antigen cytoplasmic tail-binding protein 2-like	PROTEIN_CODING	NW_019217815.1	
111321854	LOC111321854	cyclic nucleotide-gated cation channel alpha-3-like	PROTEIN_CODING	NW_019217815.1	
111321859	LOC111321859	probable tRNA (uracil-O(2)-)-methyltransferase	PROTEIN_CODING	NW_019217816.1	
111321861	LOC111321861	acyl carrier protein-like	PROTEIN_CODING	NW_019217816.1	
111321867	LOC111321867	hexosaminidase D-like	PROTEIN_CODING	NW_019217816.1	
111321870	LOC111321870	probable multidrug resistance-associated protein lethal(2)03659	PROTEIN_CODING	NW_019217816.1	
111321882	LOC111321882	CD151 antigen-like	PROTEIN_CODING	NW_019217816.1	
111321885	LOC111321885	alpha-L-iduronidase-like	PROTEIN_CODING	NW_019217816.1	
111321889	LOC111321889	liprin-alpha-1-like	PROTEIN_CODING	NW_019217816.1	
111321890	LOC111321890	potassium voltage-gated channel subfamily A member 2-like	PROTEIN_CODING	NW_019217816.1	
111321891	LOC111321891	stabilizer of axonemal microtubules 1-like	PROTEIN_CODING	NW_019217785.1	
111321915	LOC111321915	uncharacterized LOC111321915	PROTEIN_CODING	NW_019217816.1	
111321918	LOC111321918	alpha-protein kinase 1-like	PROTEIN_CODING	NW_019217816.1	
111321920	LOC111321920	CD151 antigen-like	PROTEIN_CODING	NW_019217816.1	
111321923	LOC111321923	twinkle protein, mitochondrial-like	PROTEIN_CODING	NW_019217816.1	
111321924	LOC111321924	soluble guanylate cyclase 88E-like	PROTEIN_CODING	NW_019217816.1	
111321929	LOC111321929	neuropeptide FF receptor 1-like	PROTEIN_CODING	NW_019217816.1	
111321938	LOC111321938	stimulator of interferon genes protein-like	PROTEIN_CODING	NW_019217816.1	
111321939	LOC111321939	vezatin-like	PROTEIN_CODING	NW_019217816.1	
111321956	LOC111321956	sorting nexin-16-like	PROTEIN_CODING	NW_019217817.1	
111321960	LOC111321960	GDP-L-fucose synthase-like	PROTEIN_CODING	NW_019217817.1	
111321963	LOC111321963	protein BTN1-like	PROTEIN_CODING	NW_019217817.1	
111321966	LOC111321966	toll-interacting protein B-like	PROTEIN_CODING	NW_019217817.1	
111321972	LOC111321972	spatacsin-like	PROTEIN_CODING	NW_019217785.1	
111321975	LOC111321975	39S ribosomal protein L21, mitochondrial-like	PROTEIN_CODING	NW_019217817.1	
111321989	LOC111321989	annexin A4-like	PROTEIN_CODING	NW_019217817.1	
111321997	LOC111321997	vacuolar fusion protein MON1 homolog A-like	PROTEIN_CODING	NW_019217817.1	
111322001	LOC111322001	single-stranded DNA-binding protein, mitochondrial-like	PROTEIN_CODING	NW_019217817.1	
111322004	LOC111322004	thymidine phosphorylase-like	PROTEIN_CODING	NW_019217817.1	
111322006	LOC111322006	synaptonemal complex protein 1-like	PROTEIN_CODING	NW_019217817.1	
111322008	LOC111322008	proton-coupled folate transporter-like	PROTEIN_CODING	NW_019217817.1	
111322027	LOC111322027	heat shock 70 kDa protein 14-B-like	PROTEIN_CODING	NW_019217817.1	
111322031	LOC111322031	methylosome protein 50-like	PROTEIN_CODING	NW_019217817.1	
111322042	LOC111322042	synaptotagmin-7-like	PROTEIN_CODING	NW_019217817.1	
111322045	LOC111322045	WD repeat domain phosphoinositide-interacting protein 4-like	PROTEIN_CODING	NW_019217817.1	
111322065	LOC111322065	octopamine receptor-like	PROTEIN_CODING	NW_019217817.1	
111322076	LOC111322076	amiloride-sensitive amine oxidase [copper-containing]-like	PROTEIN_CODING	NW_019217818.1	
111322089	LOC111322089	high affinity cationic amino acid transporter 1-like	PROTEIN_CODING	NW_019217818.1	
111322090	LOC111322090	RNA-binding protein Musashi homolog 2-like	PROTEIN_CODING	NW_019217818.1	
111322106	LOC111322106	N-alpha-acetyltransferase 25, NatB auxiliary subunit-like	PROTEIN_CODING	NW_019217818.1	
111322122	LOC111322122	degenerin deg-1-like	PROTEIN_CODING	NW_019217784.1	
111322123	LOC111322123	protein JTB-like	PROTEIN_CODING	NW_019217784.1	
111322141	LOC111322141	transmembrane protein 120A-like	PROTEIN_CODING	NW_019217818.1	
111322162	LOC111322162	orexin receptor type 2-like	PROTEIN_CODING	NW_019217818.1	
111322180	LOC111322180	monocarboxylate transporter 10-like	PROTEIN_CODING	NW_019217819.1	
111322182	LOC111322182	NFX1-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322190	LOC111322190	high-affinity choline transporter 1-like	PROTEIN_CODING	NW_019217785.1	
111322198	LOC111322198	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322206	LOC111322206	NFX1-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322208	LOC111322208	kinesin-related protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322213	LOC111322213	NFX1-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322222	LOC111322222	probable D-lactate dehydrogenase, mitochondrial	PROTEIN_CODING	NW_019217819.1	
111322227	LOC111322227	NFX1-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322228	LOC111322228	phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta-like	PROTEIN_CODING	NW_019217819.1	
111322229	LOC111322229	uncharacterized LOC111322229	PROTEIN_CODING	NW_019217819.1	
111322231	LOC111322231	ras-related protein Rab-2	PROTEIN_CODING	NW_019217819.1	
111322238	LOC111322238	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322240	LOC111322240	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322241	LOC111322241	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322242	LOC111322242	NFX1-type zinc finger-containing protein 1-like	PROTEIN_CODING	NW_019217819.1	
111322243	LOC111322243	Bardet-Biedl syndrome 4 protein-like	PROTEIN_CODING	NW_019217819.1	
111322244	LOC111322244	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322249	LOC111322249	transmembrane prolyl 4-hydroxylase-like	PROTEIN_CODING	NW_019217819.1	
111322253	LOC111322253	ER membrane protein complex subunit 8-like	PROTEIN_CODING	NW_019217819.1	
111322266	LOC111322266	gamma-interferon-inducible lysosomal thiol reductase-like	PROTEIN_CODING	NW_019217819.1	
111322287	LOC111322287	ephrin type-A receptor 8-like	PROTEIN_CODING	NW_019217820.1	
111322288	LOC111322288	uncharacterized LOC111322288	PROTEIN_CODING	NW_019217820.1	
111322289	LOC111322289	serine/threonine-protein phosphatase with EF-hands 2-like	PROTEIN_CODING	NW_019217820.1	
111322290	LOC111322290	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like	PROTEIN_CODING	NW_019217820.1	
111322298	LOC111322298	POU domain, class 4, transcription factor 3-like	PROTEIN_CODING	NW_019217820.1	
111322303	LOC111322303	RYamide receptor-like	PROTEIN_CODING	NW_019217820.1	
111322305	LOC111322305	RYamide receptor-like	PROTEIN_CODING	NW_019217820.1	
111322312	LOC111322312	protein Wnt-5a-like	PROTEIN_CODING	NW_019217820.1	
111322333	LOC111322333	F-BAR and double SH3 domains protein 2-like	PROTEIN_CODING	NW_019217820.1	
111322338	LOC111322338	calpain-15-like	PROTEIN_CODING	NW_019217820.1	
111322343	LOC111322343	protein Wnt-7b-like	PROTEIN_CODING	NW_019217820.1	
111322344	LOC111322344	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1-like	PROTEIN_CODING	NW_019217820.1	
111322346	LOC111322346	G-protein coupled receptor 157-like	PROTEIN_CODING	NW_019217786.1	
111322358	LOC111322358	pre-rRNA-processing protein TSR1 homolog	PROTEIN_CODING	NW_019217820.1	
111322361	LOC111322361	rho-related GTP-binding protein RhoB-like	PROTEIN_CODING	NW_019217786.1	
111322390	LOC111322390	early growth response protein 1-like	PROTEIN_CODING	NW_019217786.1	
111322391	LOC111322391	gamma-aminobutyric acid type B receptor subunit 2-like	PROTEIN_CODING	NW_019217821.1	
111322403	LOC111322403	ATP-dependent RNA helicase ddx24-like	PROTEIN_CODING	NW_019217821.1	
111322419	LOC111322419	97 kDa heat shock protein-like	PROTEIN_CODING	NW_019217821.1	
111322426	LOC111322426	aldehyde dehydrogenase family 8 member A1-like	PROTEIN_CODING	NW_019217821.1	
111322444	LOC111322444	myotubularin-related protein 2-like	PROTEIN_CODING	NW_019217821.1	
111322465	LOC111322465	protein transport protein Sec24A-like	PROTEIN_CODING	NW_019217821.1	
111322466	LOC111322466	melanocyte-stimulating hormone receptor-like	PROTEIN_CODING	NW_019217821.1	
111322478	LOC111322478	balbiani ring protein 3-like	PROTEIN_CODING	NW_019217821.1	
111322488	LOC111322488	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4-like	PROTEIN_CODING	NW_019217822.1	
111322493	LOC111322493	palmitoleoyl-protein carboxylesterase notum1a-like	PROTEIN_CODING	NW_019217822.1	
111322495	LOC111322495	chromatin assembly factor 1 subunit B-like	PROTEIN_CODING	NW_019217822.1	
111322502	LOC111322502	gamma-aminobutyric acid type B receptor subunit 2-like	PROTEIN_CODING	NW_019217822.1	
111322511	LOC111322511	unconventional myosin-X-like	PROTEIN_CODING	NW_019217822.1	
111322513	LOC111322513	kinetochore protein NDC80 homolog	PROTEIN_CODING	NW_019217822.1	
111322520	LOC111322520	ribosomal protein S6 kinase alpha-3-like	PROTEIN_CODING	NW_019217822.1	
111322525	LOC111322525	G-protein coupled receptor 161-like	PROTEIN_CODING	NW_019217822.1	
111322526	LOC111322526	putative histone-lysine N-methyltransferase PRDM6	PROTEIN_CODING	NW_019217784.1	
111322531	LOC111322531	EEF1A lysine methyltransferase 1-like	PROTEIN_CODING	NW_019217822.1	
111322533	LOC111322533	POU domain, class 3, transcription factor 4-like	PROTEIN_CODING	NW_019217822.1	
111322534	LOC111322534	40S ribosomal protein S4-like	PROTEIN_CODING	NW_019217822.1	
111322535	LOC111322535	probable U3 small nucleolar RNA-associated protein 11	PROTEIN_CODING	NW_019217822.1	
111322538	LOC111322538	serine/threonine-protein kinase LATS1-like	PROTEIN_CODING	NW_019217822.1	
111322540	LOC111322540	probable 3',5'-cyclic phosphodiesterase pde-5	PROTEIN_CODING	NW_019217822.1	
111322546	LOC111322546	ribosome production factor 2 homolog	PROTEIN_CODING	NW_019217822.1	
111322554	LOC111322554	gamma-aminobutyric acid type B receptor subunit 2-like	PROTEIN_CODING	NW_019217822.1	
111322569	LOC111322569	dynein heavy chain 5, axonemal-like	PROTEIN_CODING	NW_019217822.1	
111322585	LOC111322585	uncharacterized LOC111322585	PROTEIN_CODING	NW_019217823.1	
111322591	LOC111322591	adenylate kinase 9-like	PROTEIN_CODING	NW_019217786.1	
111322599	LOC111322599	PHD finger protein 12-like	PROTEIN_CODING	NW_019217823.1	
111322606	LOC111322606	dynein heavy chain 10, axonemal-like	PROTEIN_CODING	NW_019217823.1	
111322614	LOC111322614	uncharacterized LOC111322614	PROTEIN_CODING	NW_019217823.1	
111322618	LOC111322618	nucleolar protein 10-like	PROTEIN_CODING	NW_019217823.1	
111322628	LOC111322628	ras-related protein RIC1-like	PROTEIN_CODING	NW_019217823.1	
111322629	LOC111322629	ras-related protein Rab-3-like	PROTEIN_CODING	NW_019217823.1	
111322652	LOC111322652	uncharacterized LOC111322652	PROTEIN_CODING	NW_019217823.1	
111322654	LOC111322654	ephrin type-A receptor 4a-like	PROTEIN_CODING	NW_019217823.1	
111322656	LOC111322656	insulin-like growth factor 1 receptor	PROTEIN_CODING	NW_019217823.1	
111322662	LOC111322662	G-protein coupled receptor 161-like	PROTEIN_CODING	NW_019217823.1	
111322664	LOC111322664	uncharacterized LOC111322664	PROTEIN_CODING	NW_019217823.1	
111322665	LOC111322665	WD repeat-containing protein 3-like	PROTEIN_CODING	NW_019217786.1	
111322674	LOC111322674	NADH-ubiquinone oxidoreductase subunit 8-like	PROTEIN_CODING	NW_019217823.1	
111322682	LOC111322682	nuclear cap-binding protein subunit 3-like	PROTEIN_CODING	NW_019217823.1	
111322684	LOC111322684	thioredoxin-like protein 4A	PROTEIN_CODING	NW_019217823.1	
111322737	LOC111322737	mediator of RNA polymerase II transcription subunit 24-like	PROTEIN_CODING	NW_019217824.1	
111322742	LOC111322742	fibroblast growth factor 8-like	PROTEIN_CODING	NW_019217824.1	
111322762	LOC111322762	huntingtin-like	PROTEIN_CODING	NW_019217824.1	
111322766	LOC111322766	fibroblast growth factor 18-like	PROTEIN_CODING	NW_019217824.1	
111322768	LOC111322768	WD repeat-containing protein 91-like	PROTEIN_CODING	NW_019217824.1	
111322771	LOC111322771	fibroblast growth factor 18-like	PROTEIN_CODING	NW_019217824.1	
111322772	LOC111322772	fibroblast growth factor 18-like	PROTEIN_CODING	NW_019217824.1	
111322784	LOC111322784	uncharacterized LOC111322784	PROTEIN_CODING	NW_019217825.1	
111322789	LOC111322789	AP-2 complex subunit alpha-like	PROTEIN_CODING	NW_019217825.1	
111322793	LOC111322793	mucin-17-like	PROTEIN_CODING	NW_019217825.1	
111322801	LOC111322801	kinesin-like protein KIF18A	PROTEIN_CODING	NW_019217825.1	
111322802	LOC111322802	lipoyltransferase 1, mitochondrial-like	PROTEIN_CODING	NW_019217825.1	
111322805	LOC111322805	receptor-type tyrosine-protein phosphatase R-like	PROTEIN_CODING	NW_019217825.1	
111322811	LOC111322811	ER lumen protein-retaining receptor 2-like	PROTEIN_CODING	NW_019217825.1	
111322821	LOC111322821	E3 ubiquitin-protein ligase TRIM71-like	PROTEIN_CODING	NW_019217825.1	
111322829	LOC111322829	serine/threonine-protein kinase 38-like	PROTEIN_CODING	NW_019217825.1	
111322838	LOC111322838	branched-chain-amino-acid aminotransferase-like	PROTEIN_CODING	NW_019217825.1	
111322840	LOC111322840	40S ribosomal protein S2	PROTEIN_CODING	NW_019217825.1	
111322843	LOC111322843	inactive rhomboid protein 1-like	PROTEIN_CODING	NW_019217825.1	
111322852	LOC111322852	multidrug resistance-associated protein 4-like	PROTEIN_CODING	NW_019217825.1	
111322861	LOC111322861	disrupted in renal carcinoma protein 2 homolog	PROTEIN_CODING	NW_019217825.1	
111322862	LOC111322862	elongator complex protein 4-like	PROTEIN_CODING	NW_019217825.1	
111322869	LOC111322869	disrupted in renal carcinoma protein 2 homolog	PROTEIN_CODING	NW_019217825.1	
111322877	LOC111322877	unconventional myosin-Ie-like	PROTEIN_CODING	NW_019217826.1	
111322881	LOC111322881	imidazoleglycerol-phosphate dehydratase-like	PROTEIN_CODING	NW_019217826.1	
111322882	LOC111322882	GTPase-activating protein and VPS9 domain-containing protein 1-like	PROTEIN_CODING	NW_019217826.1	
111322883	LOC111322883	uncharacterized LOC111322883	PROTEIN_CODING	NW_019217786.1	
